SK_ID_CURR,TARGET
100001,0.041457186164617965
100005,0.16281917703872772
100013,0.012983838587139465
100028,0.02444291419071323
100038,0.12249758751113383
100042,0.10548362587248052
100057,0.01782118667380387
100065,0.06308355123937029
100066,0.014335293343606796
100067,0.08233308576236698
100074,0.05812364652437853
100090,0.028938255319663434
100091,0.18664738664205657
100092,0.0495072557577242
100106,0.03528582978833963
100107,0.11301478816061365
100109,0.06267827953465044
100117,0.018644138359407193
100128,0.11059129675057196
100141,0.01588691183989843
100150,0.017616861708586142
100168,0.004136001285527558
100169,0.04840034888814978
100170,0.07821638590812001
100171,0.025707757306074143
100172,0.1257637469137837
100184,0.07070789456829162
100187,0.04762444068061022
100212,0.008493631035615522
100222,0.020531886353709818
100223,0.02518514437424487
100232,0.007786048318040788
100241,0.06233090480853719
100245,0.018091309917237577
100253,0.022255521138798764
100256,0.027579504261086206
100271,0.0038274524838519657
100278,0.48454940062568097
100280,0.01284081431683499
100306,0.25611574687928773
100311,0.08619057522322345
100312,0.07660473078265069
100330,0.03180881281880099
100331,0.020835854038748373
100352,0.31257821456771684
100358,0.04762341048588514
100367,0.013386585289586707
100382,0.040695082811294504
100384,0.21828904705742966
100385,0.06905868624990201
100386,0.06177455377479883
100399,0.02210533366942887
100404,0.02355128693842243
100416,0.019895651820971538
100422,0.025508262432670563
100426,0.05199547195671687
100438,0.061174441523668126
100444,0.07127312030750593
100445,0.08073926752467078
100446,0.0595225835797884
100447,0.010094502267333985
100450,0.0859862488873922
100466,0.0071840069308913785
100483,0.014293697906968442
100484,0.00749289812981647
100494,0.03541026498065244
100510,0.11479585528237585
100512,0.0074959883293435016
100517,0.015539494606306346
100548,0.009535327974160271
100551,0.06831445217548117
100552,0.039189475910235576
100553,0.001970903004201481
100561,0.06323776464824683
100568,0.36824212452336097
100569,0.01429614827042471
100591,0.09419808851825122
100592,0.010430556507685039
100602,0.012867386009908879
100607,0.07129952718980168
100613,0.0823712756571358
100617,0.21138863514710568
100618,0.026746410176358718
100622,0.06105939582860297
100625,0.04866260824940726
100677,0.07710043909828462
100699,0.035035229591421066
100702,0.42034519025565675
100711,0.011891462476386444
100729,0.13421029804051582
100740,0.1782052114229195
100744,0.1137909744848618
100745,0.07536887652189639
100747,0.03319628864990329
100751,0.16033348630455943
100752,0.009330510061364554
100753,0.19471220887676996
100754,0.17209471139433602
100760,0.010516878988241192
100762,0.05906667120842729
100763,0.01778041041574341
100765,0.014661856259754738
100770,0.051224627033090483
100772,0.014141803023320193
100777,0.007830745780750896
100791,0.007647315561827059
100792,0.013093004906421294
100797,0.1061105662476386
100823,0.04948696628773016
100826,0.047241986002199025
100830,0.026045277490021973
100836,0.05317510504049596
100872,0.015960449258964542
100910,0.016273674865633792
100913,0.041521947314281944
100918,0.007323263760809294
100931,0.008911388125513144
100952,0.0308098179809731
100953,0.005689411214450715
100965,0.1522994365646419
100970,0.019562625963590197
100982,0.22451774321991105
100983,0.1850656919136651
100984,0.06291184023446794
100987,0.1030499790173925
100997,0.05768202049752087
100998,0.15432296919256552
101002,0.00873767817716866
101005,0.20944208045631096
101008,0.365767600826559
101020,0.027000408028877345
101021,0.02617046099406455
101024,0.02645929005491211
101025,0.14839156876298873
101026,0.019617951982468462
101031,0.016506814949402305
101041,0.023475027740565344
101051,0.013851443336764142
101055,0.06847258931764172
101056,0.27325159587001563
101057,0.02448353180489991
101064,0.015209137658107781
101079,0.04394238372972928
101087,0.00863410179620938
101090,0.0127972471543337
101092,0.12015978189901738
101097,0.1898441847299876
101099,0.005562652000855016
101107,0.09102894666833126
101118,0.018539844477896885
101125,0.06113682418874084
101126,0.00855638326777066
101128,0.010658129766831597
101136,0.10973032003942157
101140,0.25873383742126366
101149,0.1469298049394424
101160,0.0931863267790909
101169,0.05830845319566945
101181,0.05936931005630603
101186,0.0104101659896647
101190,0.02134032675538438
101193,0.06290836717177448
101194,0.03102250760092854
101198,0.0823923126585857
101200,0.011400121052538612
101204,0.011869582379119439
101211,0.06404069912831573
101213,0.05579666119354048
101223,0.013902847617160504
101225,0.13265840696175166
101237,0.04305506845700439
101243,0.1275373473079647
101244,0.08850024740691258
101258,0.012361696876386137
101259,0.139821418370276
101268,0.10947510903919636
101269,0.03666212058360659
101271,0.04211350061073
101279,0.03763098602693163
101281,0.4668057953210814
101287,0.03723698767461983
101292,0.030434240714077743
101294,0.04827405840572488
101296,0.09919624184642134
101297,0.011139003008078883
101299,0.14513733474446902
101301,0.041421164950133954
101305,0.03510259386550998
101308,0.36396278880510713
101318,0.008122956299592879
101327,0.44234624091305247
101329,0.008281706449855524
101332,0.08915686606731259
101337,0.040605963396919915
101343,0.01623388217790634
101345,0.052368750293091355
101346,0.010392161688123683
101353,0.015395429414489606
101354,0.3206226198755191
101355,0.08653508095316914
101356,0.013239336277872889
101362,0.13867682907622192
101363,0.2592781325922868
101365,0.005468499726735379
101366,0.05408720835778541
101367,0.5805680898948651
101368,0.02876406125148447
101374,0.11614018443349927
101380,0.028040154162747796
101383,0.022239017302337898
101398,0.007095487205241015
101399,0.22849448959846597
101401,0.14675971615067293
101412,0.1414108149789508
101426,0.05777877918567882
101427,0.47629584845470235
101428,0.043118911888304835
101429,0.09076236975211889
101434,0.010055609832468297
101440,0.3913514646374997
101448,0.09029278677723968
101449,0.045256194738904076
101465,0.048764321393441126
101467,0.012376772568060936
101472,0.025080353408067493
101478,0.05528786257871565
101497,0.09525005983092606
101504,0.026878087909285257
101547,0.01068987782156216
101548,0.040338555171160174
101555,0.07886406837978777
101570,0.019642703667038183
101572,0.017106218073202242
101578,0.07595306212393454
101580,0.04303204276465136
101588,0.10392720973154285
101602,0.07560910278874053
101610,0.03931744092119606
101614,0.028512807461140058
101616,0.014062837249670635
101643,0.10003157464845801
101644,0.017963463578230154
101649,0.009358736282131835
101650,0.07487942112376841
101665,0.020303617502461936
101667,0.052954145410376914
101669,0.027861007205338316
101674,0.03191931706701172
101675,0.0036502353005960545
101678,0.08548843068819353
101682,0.04298395310260995
101686,0.06423728040767503
101697,0.37427139563242373
101700,0.31943831062215594
101711,0.017862616234436943
101714,0.024410578872247627
101715,0.17687082979748903
101728,0.019539948510584836
101732,0.04363546578096533
101757,0.09308297034982431
101758,0.056353884085292356
101759,0.0325007673792369
101762,0.013085253054890243
101764,0.07037162158312041
101780,0.21962102293099475
101784,0.0065224808882401765
101789,0.03549034776067717
101816,0.08618789885300099
101819,0.06250512278071092
101827,0.011211833029894673
101863,0.055276637141019144
